S.No,Category,Main tag,Sub tag,Main tag 2,Sub tag 2,Main tag 2,Sub tag 2,Sub category,Sub category-2,,Title,Upload time(in yrs),Length ( min rounder to next minute),Views(In K rounded to '000s),Likes ( In K rounded to next),Singer/Narrator,Lable/Owner/YT channel,Link,Comment,,,Main tag,Sub tag,Category,Sub Category,Sub Category-2,Sub category-3,Singer,Lable
108,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 19 - मैया यशोदा को श्री कृष्ण ने देखाया विराट रूप,,,,,,,https://www.youtube.com/watch?v=ZQpsfBUUwG4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=19,,,,,,,,,,,
110,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 20 - कान्हा का गोकुल के ग्वालों के साथ माखन की चोरी,,,,,,,https://www.youtube.com/watch?v=we4qjbKt4UE&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=20,,,,,,,,,,,
112,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 21 - कान्हा को मटकियाँ तोड़ने की सज़ा | राधा और श्री कृष्ण मिलन,,,,,,,https://www.youtube.com/watch?v=Vii3QHcovCs&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=21,,,,,,,,,,,
114,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 22 - गोपियों के वस्त्र हरण | श्री कृष्ण और फल वाली,,,,,,,https://www.youtube.com/watch?v=Ue4r9NGsaUc&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=22,,,,,,,,,,,
116,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 23 - श्री कृष्ण ने किया बकासुर और अकासुर का वध,,,,,,,https://www.youtube.com/watch?v=WZW6CanRra8&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=23,,,,,,,,,,,
118,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 24 - कलिया नाग से श्री कृष्ण का युध,,,,,,,https://www.youtube.com/watch?v=o6nBQBoEwc4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=24,,,,,,,,,,,
120,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 25 - श्री कृष्ण का तुलादन और गोवर्धन पूजन का प्रारम्भ,,,,,,,https://www.youtube.com/watch?v=NpTP-oWTV-4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=25,,,,,,,,,,,
122,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 26 - श्री कृष्ण ने उठाया गोवर्धन पर्वत को एक उँगली पर,,,,,,,https://www.youtube.com/watch?v=iHaGPrWMaAo&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=26,,,,,,,,,,,
124,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 27 - कंस को नारद मुनि जी ने दी भगवान विष्णु की शरण में जाने की सलाह,,,,,,,https://www.youtube.com/watch?v=a2nWpxrcQ10&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=27,,,,,,,,,,,
126,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 28 - बृज की होली का त्योहार | श्री कृष्ण और राधा की प्रेम लीला,,,,,,,https://www.youtube.com/watch?v=5DO_ipHLhPw&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=28,,,,,,,,,,,
128,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 29 - श्री कृष्ण ने राधा का अहंकार तोड़ा,,,,,,,https://www.youtube.com/watch?v=HPNMhmHMKAs&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=29,,,,,,,,,,,
130,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 30 - श्री कृष्ण की गोपियों संग रासलीला,,,,,,,https://www.youtube.com/watch?v=Ji6bgwbMjEU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=30,,,,,,,,,,,
132,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 31 - कंस का धनुर यज्ञ की योजना,,,,,,,https://www.youtube.com/watch?v=bKuYw7QmJT0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=31,,,,,,,,,,,
134,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 32 - कंस का वासुदेव को अंधे कुएँ में फेंकना,,,,,,,https://www.youtube.com/watch?v=mq53E8oyLLo&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=32,,,,,,,,,,,
136,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 33 - अक्रूर का यशोदा नंदराय को कृष्ण को साथ ले जाने की अनुमति माँगना,,,,,,,https://www.youtube.com/watch?v=PctArgODZ4A&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=33,,,,,,,,,,,
138,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 34 - बलराम और श्री कृष्ण की एक साथ मथुरा जाने की तैयारी,,,,,,,https://www.youtube.com/watch?v=roSIek2zRCU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=34,,,,,,,,,,,
140,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 35 - राधा ने श्री कृष्ण को मथुरा जाने से रोका,,,,,,,https://www.youtube.com/watch?v=tppypOUeuBE&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=35,,,,,,,,,,,
142,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 36 - श्री कृष्ण ने दिया अक्रूर को अपने वास्तविक रूप के दर्शन,,,,,,,https://www.youtube.com/watch?v=dHduR2_MWQU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=36,,,,,,,,,,,
144,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 37 - श्री कृष्ण ने कुब्जा को बनाया रूपवान,,,,,,,https://www.youtube.com/watch?v=yU-oS9fjWxU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=37,,,,,,,,,,,
146,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 38 - श्री कृष्ण ने शिव धनुष को तोड़ा,,,,,,,https://www.youtube.com/watch?v=A_KfN_0yIkw&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=38,,,,,,,,,,,
147,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 39 - श्री कृष्ण द्वारा कंस के हाथी का वध एवं पहलवानों से मल्ल युध,,,,,,,https://www.youtube.com/watch?v=9l8RqIBtFM0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=39,,,,,,,,,,,
149,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 40 - कंस का वध | कृष्ण का वासुदेव और देवकी से मिलन,,,,,,,https://www.youtube.com/watch?v=Y-j1ZOUtfCc&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=40,,,,,,,,,,,
151,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 41 - श्री कृष्ण और बलराम से ली नंदराय बाबा ने विदाई,,,,,,,https://www.youtube.com/watch?v=A4MVRoLAHzk&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=41,,,,,,,,,,,
153,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 42 - श्री कृष्ण और बलराम पहुँचे महर्षि संदीपनि के आश्रम,,,,,,,https://www.youtube.com/watch?v=1_EuUWvYOJ4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=42,,,,,,,,,,,
155,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 43 - महर्षि संदीपनि ने श्री कृष्ण और बलराम को दी दीक्षा,,,,,,,https://www.youtube.com/watch?v=BNM2tZ7T_IY&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=43,,,,,,,,,,,
157,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 44 - प्रलहाद की विष्णु भक्ति | हिरण्यकश्यप का भगवान नरसिंह द्वारा वध,,,,,,,https://www.youtube.com/watch?v=-BilZd1okiI&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=44,,,,,,,,,,,
159,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 45 - ऋषि संदीपनि ने सुनाई मत्स्य अवतार की कहनी और समुद्र मंथन की कथा,,,,,,,https://www.youtube.com/watch?v=HBX66W7KtZ0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=45,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 46 - समुद्र मंथन कथा | भगवान विष्णु की वामन अवतार कथा,,,,,,,https://www.youtube.com/watch?v=I04be68KAeI&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=46,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 47 - ऋषि संदीपनि ने श्री कृष्ण को सुनाई राम कथा,,,,,,,https://www.youtube.com/watch?v=6HfbrwnnDgQ&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=47,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 48 - ऋषि संदीपनि ने सुनाई श्री राम सीता के विवाह की कथा,,,,,,,https://www.youtube.com/watch?v=nGo6JA2hIxc&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=48,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 49 - ऋषि संदीपनि ने सुनाई श्री राम के वनवास की कथा,,,,,,,https://www.youtube.com/watch?v=I75EiskdyDk&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=49,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 50 - ऋषि संदीपनि ने सुनाई श्री राम द्वारा रावण वध की कथा,,,,,,,https://www.youtube.com/watch?v=RDtzmHgZpqQ&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=50,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 51 - ऋषि संदीपनि ने दिया श्री कृष्ण बलराम को योग का ज्ञान,,,,,,,https://www.youtube.com/watch?v=iNSmUIhAsOM&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=51,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 52 - श्री कृष्ण ने दिए ऋषि संदीपनि को विष्णु रूप में दर्शन,,,,,,,https://www.youtube.com/watch?v=tGPvZCe8DZk&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=52,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 53 - श्री कृष्ण द्वारा पाँचजन्य का वध | पुनर्दत्त की वापसी,,,,,,,https://www.youtube.com/watch?v=9RuHqYo30a8&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=53,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 54 - जरासंध का मथुरा पर युध के लिए कुच करना,,,,,,,https://www.youtube.com/watch?v=w5ZIUv75YH4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=54,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 55 - अक्रूर का धृतराष्ट्र से सहायता माँगना,,,,,,,https://www.youtube.com/watch?v=oz5ac4JP1aM&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=55,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 56 - अक्रूर की कुंती से भेंट | अक्रूर का मथुरा वापस लौटना,,,,,,,https://www.youtube.com/watch?v=nLmroEBKRjU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=56,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 57 - महाऋषि मंडव्य का धरम राज को श्राप,,,,,,,https://www.youtube.com/watch?v=BtZyCcfE5ow&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=57,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 58 - जरासंध का संधि पत्र ठुकराना,,,,,,,https://www.youtube.com/watch?v=ZhDEdAlffnE&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=58,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 59 - श्री कृष्ण और बलराम का जरासंध के साथ युध,,,,,,,https://www.youtube.com/watch?v=RoVKgc_40cg&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=59,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 60 - जरासंध की युध में हार | श्री कृष्ण और बलराम की जीत की ख़ुशी,,,,,,,https://www.youtube.com/watch?v=XnF2u6983O4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=60,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 61 - गोकुल की याद | उद्धव का मथुरा आगमन | श्री कृष्ण और उद्धव वार्ता,,,,,,,https://www.youtube.com/watch?v=WDgKxusKtd0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=61,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 62 - उद्धव को अपने ज्ञान का अहंकार | उद्धव का गोकुल वृंदावन आना,,,,,,,https://www.youtube.com/watch?v=EU4BLL22xc0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=62,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 63 - उद्धव का राधा से मिलना और श्री कृष्ण प्रेम पर विश्वास जागना|,,,,,,,https://www.youtube.com/watch?v=eKrDxV6x8ds&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=63,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 64 - उद्धव को हुआ प्रेम का ज्ञान | उद्धव को आशीर्वाद देना,,,,,,,https://www.youtube.com/watch?v=IPYEjHMtbmw&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=64,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 65 - जरासंध की श्री कृष्ण से दोबारा युद्ध में हार,,,,,,,https://www.youtube.com/watch?v=B9bSb8je7mI&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=65,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 66 - श्री कृष्ण ने सुनायी बलराम अक्रूर को जरासंध की कहानी,,,,,,,https://www.youtube.com/watch?v=Vw0tgIUrn0U&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=66,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 67 - राजा मुचुकंद की कथा,,,,,,,https://www.youtube.com/watch?v=9b--JYjGwM0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=67,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 68 - कालयवन का मथुरा पहुँचना और श्री कृष्ण को युध की चुनौती,,,,,,,https://www.youtube.com/watch?v=0amMZVhwFGQ&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=68,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 69 - कालयवन का वध | राजा मुचुकंद को श्री कृष्ण का वरदान,,,,,,,https://www.youtube.com/watch?v=QEhofpG6pKs&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=69,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 70 - श्री कृष्ण की द्वारिका का निर्माण,,,,,,,https://www.youtube.com/watch?v=o4GBzOxDlK8&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=70,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 71 - हस्तिनापुर में दूत का आना। श्री कृष्ण का संधि पत्र,,,,,,,https://www.youtube.com/watch?v=_KycoTAZDSI&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=71,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 72 - युधिष्ठिर को युवराज घोषित करना | बलराम का रेवती से विवाह,,,,,,,https://www.youtube.com/watch?v=-jrgR_Zx8Mo&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=72,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 73 - नर नारायण की कथा | लाक्षाग्रह का निर्माण,,,,,,,https://www.youtube.com/watch?v=WiWDFs56RBo&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=73,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 74 - युधिष्ठिर का धृतराष्ट्र से मिलने जाना | पांडवों का युद्ध अभ्यास,,,,,,,https://www.youtube.com/watch?v=eDJJDtNpRhI&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=74,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 75 - पांडव पहुँचे लाक्षाग्रह | पांडवों को बचाने की योजना,,,,,,,https://www.youtube.com/watch?v=wF1Ki5c2N6k&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=75,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 76 - लाक्षाग्रह में लगी आग | पांडव बच कर निकले,,,,,,,https://www.youtube.com/watch?v=zYF0RkX5mts&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=76,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 77 - भीष्म और विदुर वार्ता | पंडवो का पांचाल देश में अज्ञातवास,,,,,,,https://www.youtube.com/watch?v=lX0mG8_chSo&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=77,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 78 - रुक्मिणी का शिशुपाल से विवाह का प्रस्ताव,,,,,,,https://www.youtube.com/watch?v=BZyli3rw2zw&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=78,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 79 - रुक्मिणी का विवाह | रुक्मिणी को बचाने पहुँचे श्री कृष्ण,,,,,,,https://www.youtube.com/watch?v=4jPhwatr5AM&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=79,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 80 - श्री कृष्ण ने किया रुक्मिणी का हरण | रूकमी और श्री कृष्ण युध,,,,,,,https://www.youtube.com/watch?v=9-rQS_ZKfJc&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=80,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 81 - द्रौपदी जनम की कथा | द्रौपदी का स्वयंवर,,,,,,,https://www.youtube.com/watch?v=t_Ja7ckx3do&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=81,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 82 - अर्जुन ने भेदी मछली की आँख | पांडवों का हस्तिनापुर आगमन,,,,,,,https://www.youtube.com/watch?v=vsXcsChBO6w&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=82,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 83 - पांडवों की राजधानी का निर्माण,,,,,,,https://www.youtube.com/watch?v=lY7xCu2bHLU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=83,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 84 - पांडवों का इंद्रप्रस्थ आना | भीम जरासंध युद्ध,,,,,,,https://www.youtube.com/watch?v=s5Ct3ekJaD0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=84,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 85 - युधिष्ठिर का राजसु यज्ञ | कृष्ण द्वारा शिशुपाल का वध,,,,,,,https://www.youtube.com/watch?v=1nc43PdrxdQ&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=85,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 86 - पार्षद जय विजय की कथा | बलराम की गदा युद्ध की शिक्षा,,,,,,,https://www.youtube.com/watch?v=7EqAabd1lq4&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=86,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 87 - अर्जुन सुभद्रा मिलन | अर्जुन ने बचायी सुभद्रा की जान,,,,,,,https://www.youtube.com/watch?v=R1vns4dad4A&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=87,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 88- श्री कृष्ण का बलराम को मनाना | अर्जुन सुभद्रा सम्बंध का प्रारम्भ,,,,,,,https://www.youtube.com/watch?v=3fSAp3IOIBs&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=88,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 89 - द्वारिका के ब्राह्मण ने किया श्री कृष्ण का अपमान,,,,,,,https://www.youtube.com/watch?v=pcaxl8c9yms&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=89,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 90 - अर्जुन का यमलोक जाना और ब्रह्मास्त्र चलाना,,,,,,,https://www.youtube.com/watch?v=p-oBcvQLqO0&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=90,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 91 - दुर्योधन की गुरुदक्षिणा | दुर्योधन - सुभद्रा विवाह का वचन,,,,,,,https://www.youtube.com/watch?v=vdgOaJ2fLLU&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=91,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 92 - अर्जुन और सुभद्रा का द्वारिका में विवाह,,,,,,,https://www.youtube.com/watch?v=KvG_0hLSD5g&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=92,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 93 - श्री कृष्ण पर लगा चुराने का आरोप | श्री कृष्ण और जामवन्त युद्ध,,,,,,,https://www.youtube.com/watch?v=MKl76gnHN3g&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=93,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 94 - श्री कृष्ण का जामवंती और सत्यभामा से विवाह,,,,,,,https://www.youtube.com/watch?v=nvz7skw6jB8&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=94,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 95 - नरकासुर वध | सत्यभामा ने की कृष्ण से पारिजात वृक्ष की माँग,,,,,,,https://www.youtube.com/watch?v=TEUPzUat05Q&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=95,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 96 - श्री कृष्ण और इंद्र देव का युद्ध | पारिजात का वृक्ष मिला,,,,,,,https://www.youtube.com/watch?v=RpO9tVF-BbY&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=96,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 97 - सत्यभामा ने किया श्री कृष्ण का दान,,,,,,,https://www.youtube.com/watch?v=b8nZvS7CH4M&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=97,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 98 - श्री कृष्ण ने तोड़ा सत्यभामा अहंकार,,,,,,,https://www.youtube.com/watch?v=vb3l35AFIkY&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=98,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 99 - श्री कृष्ण के परम भक्त सुदामा की कथा,,,,,,,https://www.youtube.com/watch?v=d8C93yv2N-Y&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=99,,,,,,,,,,,
,,Dharavahik,Sri Krishan,,,,,,,,रामानंद सागर कृत श्री कृष्ण भाग 100 - सुदामा और श्री कृष्ण की मित्रता,,,,,,,https://www.youtube.com/watch?v=n-xSeGrjGMM&list=PLFr_jkwUp0higsPRxHQ9v9xysuRnvwkPs&index=100,,,,,,,,,,,
